,Gene,Hallmark,Subprocess,ENSEMBL,ENSEMBL_mice
348,ZC3H12A,Senescence,Other,ENSG00000163874,ENSMUSG00000042677
349,PLTP,Senescence,Other,ENSG00000100979,ENSMUSG00000017754
350,SAT1,Senescence,Other,ENSG00000130066,ENSMUSG00000025283
351,ADAMTS9,Senescence,Other,ENSG00000163638,ENSMUSG00000030022
352,C11orf96,Senescence,Other,ENSG00000187479,
353,ITPKC,Senescence,Other,ENSG00000086544,ENSMUSG00000003752
354,ADAMTS4,Senescence,Other,ENSG00000158859,ENSMUSG00000006403
355,EIF4A1,Senescence,Other,ENSG00000161960,ENSMUSG00000059796
356,LAMA5,Senescence,Other,ENSG00000130702,ENSMUSG00000015647
357,MAN2B1,Senescence,Other,ENSG00000104774,ENSMUSG00000005142
358,ZFP36,Senescence,Other,ENSG00000128016,ENSMUSG00000044786
359,SUSD6,Senescence,Other,ENSG00000100647,ENSMUSG00000021133
360,DDR1,Senescence,Other,ENSG00000230456,ENSMUSG00000003534
361,NFIL3,Senescence,Other,ENSG00000165030,ENSMUSG00000056749
362,FOS,Senescence,Other,ENSG00000170345,ENSMUSG00000021250
363,KIAA0040,Senescence,Other,ENSG00000235750,
364,SOCS3,Senescence,Other,ENSG00000184557,ENSMUSG00000053113
365,PLSCR1,Senescence,Other,ENSG00000188313,ENSMUSG00000032369
366,MT1X,Senescence,Other,ENSG00000187193,
367,PIM1,Senescence,Other,ENSG00000137193,ENSMUSG00000024014
368,SEMA4B,Senescence,Other,ENSG00000185033,ENSMUSG00000030539
369,KLF10,Senescence,Other,ENSG00000155090,ENSMUSG00000037465
370,SNRPC,Senescence,Other,ENSG00000124562,ENSMUSG00000024217
371,TNFRSF10B,Senescence,Other,ENSG00000120889,ENSMUSG00000022074
372,ANXA2,Senescence,Other,ENSG00000182718,ENSMUSG00000032231
373,CSRNP1,Senescence,Other,ENSG00000144655,ENSMUSG00000032515
374,FOSL2,Senescence,Other,ENSG00000075426,ENSMUSG00000029135
375,RASD1,Senescence,Other,ENSG00000108551,ENSMUSG00000049892
376,TSKU,Senescence,Other,ENSG00000182704,ENSMUSG00000049580
377,CHSY1,Senescence,Other,ENSG00000131873,ENSMUSG00000032640
378,OSMR,Senescence,Other,ENSG00000145623,ENSMUSG00000022146
379,YBX3,Senescence,Other,ENSG00000060138,ENSMUSG00000030189
380,CLEC3B,Senescence,Other,ENSG00000163815,ENSMUSG00000025784
381,SBNO2,Senescence,Other,ENSG00000278788,ENSMUSG00000035673
382,C1S,Senescence,Other,ENSG00000182326,
383,DUSP5,Senescence,Other,ENSG00000138166,ENSMUSG00000034765
384,KRT18,Senescence,Other,ENSG00000111057,ENSMUSG00000023043
385,TNFRSF10D,Senescence,Other,ENSG00000173530,
386,PLK3,Senescence,Other,ENSG00000173846,ENSMUSG00000028680
387,CRISPLD2,Senescence,Other,ENSG00000103196,ENSMUSG00000031825
388,EGFL7,Senescence,Other,ENSG00000172889,ENSMUSG00000026921
389,EGR1,Senescence,Other,ENSG00000120738,ENSMUSG00000038418
390,MAPK11,Senescence,Other,ENSG00000185386,ENSMUSG00000053137
391,MT1A,Senescence,Other,ENSG00000205362,
392,BCL6,Senescence,Other,ENSG00000113916,ENSMUSG00000022508
393,DUSP1,Senescence,Other,ENSG00000120129,ENSMUSG00000024190
394,NFKB2,Senescence,Other,ENSG00000077150,ENSMUSG00000025225
395,NUCB1,Senescence,Other,ENSG00000104805,ENSMUSG00000030824
396,SLC39A1,Senescence,Other,ENSG00000143570,ENSMUSG00000052310
397,SLCO4A1,Senescence,Other,ENSG00000101187,ENSMUSG00000038963
398,UBC,Senescence,Other,ENSG00000150991,ENSMUSG00000008348
399,PNP,Senescence,Other,ENSG00000291814,ENSMUSG00000115338
400,MCL1,Senescence,Other,ENSG00000143384,ENSMUSG00000038612
401,SLC39A14,Senescence,Other,ENSG00000104635,ENSMUSG00000022094
402,MIDN,Senescence,Other,ENSG00000167470,ENSMUSG00000035621
403,ITPRIP,Senescence,Other,ENSG00000148841,ENSMUSG00000117975
404,KRT15,Senescence,Other,ENSG00000171346,ENSMUSG00000054146
405,APOLD1,Senescence,Other,ENSG00000178878,ENSMUSG00000090698
406,ARID5A,Senescence,Other,ENSG00000196843,ENSMUSG00000037447
407,CCNL1,Senescence,Other,ENSG00000163660,ENSMUSG00000027829
408,KLF6,Senescence,Other,ENSG00000067082,ENSMUSG00000000078
409,TRIB1,Senescence,Other,ENSG00000173334,ENSMUSG00000032501
410,GADD45B,Senescence,Other,ENSG00000099860,ENSMUSG00000015312
411,F3,Senescence,Other,ENSG00000117525,ENSMUSG00000028128
412,PNRC1,Senescence,Other,ENSG00000146278,ENSMUSG00000040128
413,IER2,Senescence,Other,ENSG00000160888,ENSMUSG00000053560
414,SERTAD1,Senescence,Other,ENSG00000197019,ENSMUSG00000008384
415,AQP1,Senescence,Other,ENSG00000240583,ENSMUSG00000004655
416,PPP1R18,Senescence,Other,ENSG00000229998,ENSMUSG00000034595
417,CASP4,Senescence,Other,ENSG00000196954,ENSMUSG00000033538
418,CD59,Senescence,Other,ENSG00000085063,
419,TGIF1,Senescence,Other,ENSG00000177426,ENSMUSG00000047407
420,CFB,Senescence,Other,ENSG00000243649,ENSMUSG00000090231
421,SFN,Senescence,Other,ENSG00000175793,ENSMUSG00000047281
422,RNF122,Senescence,Other,ENSG00000133874,ENSMUSG00000039328
423,IFI16,Senescence,Other,ENSG00000163565,
424,HILPDA,Senescence,Other,ENSG00000135245,ENSMUSG00000043421
425,GADD45A,Senescence,Other,ENSG00000116717,ENSMUSG00000036390
426,FOSL1,Senescence,Other,ENSG00000175592,ENSMUSG00000024912
427,C1QTNF1,Senescence,Other,ENSG00000173918,ENSMUSG00000017446
428,EMP1,Senescence,Other,ENSG00000134531,ENSMUSG00000030208
429,MYC,Senescence,Other,ENSG00000136997,ENSMUSG00000022346
430,LAMTOR1,Autophagy,mTOR and upstream pathways,ENSG00000149357,ENSMUSG00000030842
431,LAMTOR2,Autophagy,mTOR and upstream pathways,ENSG00000116586,ENSMUSG00000028062
432,LAMTOR3,Autophagy,mTOR and upstream pathways,ENSG00000109270,ENSMUSG00000091512
433,LAMTOR4,Autophagy,mTOR and upstream pathways,ENSG00000188186,ENSMUSG00000050552
434,LAMTOR5,Autophagy,mTOR and upstream pathways,ENSG00000134248,ENSMUSG00000087260
435,FLCN,Autophagy,mTOR and upstream pathways,ENSG00000154803,ENSMUSG00000032633
436,FNIP1,Autophagy,mTOR and upstream pathways,ENSG00000217128,ENSMUSG00000035992
437,FNIP2,Autophagy,mTOR and upstream pathways,ENSG00000052795,ENSMUSG00000061175
438,MIOS,Autophagy,mTOR and upstream pathways,ENSG00000164654,ENSMUSG00000042447
439,SEH1L,Autophagy,mTOR and upstream pathways,ENSG00000085415,ENSMUSG00000079614
440,WDR24,Autophagy,mTOR and upstream pathways,ENSG00000127580,ENSMUSG00000025737
441,WDR59,Autophagy,mTOR and upstream pathways,ENSG00000103091,ENSMUSG00000031959
442,SEC13,Autophagy,mTOR and upstream pathways,ENSG00000157020,ENSMUSG00000030298
443,RHEB,Autophagy,mTOR and upstream pathways,ENSG00000106615,ENSMUSG00000028945
444,NPC1,Autophagy,mTOR and upstream pathways,ENSG00000141458,ENSMUSG00000024413
445,SLC38A9,Autophagy,mTOR and upstream pathways,ENSG00000177058,ENSMUSG00000047789
446,NPC2,Autophagy,mTOR and upstream pathways,ENSG00000119655,ENSMUSG00000021242
447,BTRC,Autophagy,mTOR and upstream pathways,ENSG00000166167,ENSMUSG00000025217
448,SESN2,Autophagy,mTOR and upstream pathways,ENSG00000130766,ENSMUSG00000028893
449,SESN1,Autophagy,mTOR and upstream pathways,ENSG00000080546,ENSMUSG00000038332
450,SESN3,Autophagy,mTOR and upstream pathways,ENSG00000149212,ENSMUSG00000032009
451,PPP2CA,Autophagy,mTOR and upstream pathways,ENSG00000113575,ENSMUSG00000020349
452,RRAGA,Autophagy,mTOR and upstream pathways,ENSG00000155876,ENSMUSG00000070934
453,RRAGC,Autophagy,mTOR and upstream pathways,ENSG00000116954,ENSMUSG00000028646
454,RRAGD,Autophagy,mTOR and upstream pathways,ENSG00000025039,ENSMUSG00000028278
455,RRAGB,Autophagy,mTOR and upstream pathways,ENSG00000083750,ENSMUSG00000041658
456,TSC2,Autophagy,mTOR and upstream pathways,ENSG00000103197,ENSMUSG00000002496
457,TSC1,Autophagy,mTOR and upstream pathways,ENSG00000165699,ENSMUSG00000026812
458,NPRL2,Autophagy,mTOR and upstream pathways,ENSG00000114388,ENSMUSG00000010057
459,NPRL3,Autophagy,mTOR and upstream pathways,ENSG00000103148,ENSMUSG00000020289
460,DEPDC5,Autophagy,mTOR and upstream pathways,ENSG00000100150,ENSMUSG00000037426
461,KPTN,Autophagy,mTOR and upstream pathways,ENSG00000118162,ENSMUSG00000006021
462,ITFG2,Autophagy,mTOR and upstream pathways,ENSG00000111203,ENSMUSG00000001518
463,SZT2,Autophagy,mTOR and upstream pathways,ENSG00000198198,ENSMUSG00000033253
464,CASTOR1,Autophagy,mTOR and upstream pathways,ENSG00000239282,ENSMUSG00000020424
465,CASTOR2,Autophagy,mTOR and upstream pathways,ENSG00000274070,ENSMUSG00000015944
466,LGALS8,Autophagy,mTOR and upstream pathways,ENSG00000116977,ENSMUSG00000057554
467,ATP6V0E1,Autophagy,mTOR and upstream pathways,ENSG00000113732,
468,ATP6V1D,Autophagy,mTOR and upstream pathways,ENSG00000100554,ENSMUSG00000021114
469,ATP6V1G3,Autophagy,mTOR and upstream pathways,ENSG00000263014,ENSMUSG00000026394
470,ATP6V1C2,Autophagy,mTOR and upstream pathways,ENSG00000143882,ENSMUSG00000020566
471,ATP6V1B2,Autophagy,mTOR and upstream pathways,ENSG00000147416,ENSMUSG00000006273
472,ATP6V0A1,Autophagy,mTOR and upstream pathways,ENSG00000033627,ENSMUSG00000019302
473,ATP6V1B1,Autophagy,mTOR and upstream pathways,ENSG00000116039,ENSMUSG00000006269
474,ATP6V1G2,Autophagy,mTOR and upstream pathways,ENSG00000230900,ENSMUSG00000024403
475,ATP6V1E2,Autophagy,mTOR and upstream pathways,ENSG00000250565,ENSMUSG00000053375
476,ATP6V0A4,Autophagy,mTOR and upstream pathways,ENSG00000105929,ENSMUSG00000038600
477,ATP6V1E1,Autophagy,mTOR and upstream pathways,ENSG00000131100,ENSMUSG00000019210
478,ATP6V0B,Autophagy,mTOR and upstream pathways,ENSG00000117410,ENSMUSG00000033379
479,TCIRG1,Autophagy,mTOR and upstream pathways,ENSG00000110719,ENSMUSG00000001750
480,ATP6AP2,Autophagy,mTOR and upstream pathways,ENSG00000182220,ENSMUSG00000031007
481,ATP6V1A,Autophagy,mTOR and upstream pathways,ENSG00000114573,ENSMUSG00000052459
482,ATP6AP1,Autophagy,mTOR and upstream pathways,ENSG00000071553,ENSMUSG00000019087
483,ATP6V1G1,Autophagy,mTOR and upstream pathways,ENSG00000136888,ENSMUSG00000039105
484,ATP6V0E2,Autophagy,mTOR and upstream pathways,ENSG00000171130,ENSMUSG00000039347
485,ATP6V0C,Autophagy,mTOR and upstream pathways,ENSG00000185883,ENSMUSG00000024121
486,ATP6V1H,Autophagy,mTOR and upstream pathways,ENSG00000047249,ENSMUSG00000033793
487,ATP6V0A2,Autophagy,mTOR and upstream pathways,ENSG00000185344,ENSMUSG00000038023
488,ATP6V1C1,Autophagy,mTOR and upstream pathways,ENSG00000155097,ENSMUSG00000022295
489,ATP6V1F,Autophagy,mTOR and upstream pathways,ENSG00000128524,ENSMUSG00000004285
490,ATP6V0D1,Autophagy,mTOR and upstream pathways,ENSG00000159720,ENSMUSG00000013160
491,MTOR,Autophagy,mTOR and upstream pathways,ENSG00000198793,ENSMUSG00000028991
492,DEPTOR,Autophagy,mTOR and upstream pathways,ENSG00000155792,ENSMUSG00000022419
493,RPTOR,Autophagy,mTOR and upstream pathways,ENSG00000141564,ENSMUSG00000025583
494,AKT1S1,Autophagy,mTOR and upstream pathways,ENSG00000204673,ENSMUSG00000011096
495,MLST8,Autophagy,mTOR and upstream pathways,ENSG00000167965,ENSMUSG00000024142
496,RICTOR,Autophagy,mTOR and upstream pathways,ENSG00000164327,ENSMUSG00000050310
497,PRR5,Autophagy,mTOR and upstream pathways,ENSG00000186654,ENSMUSG00000036106
498,MAPKAP1,Autophagy,mTOR and upstream pathways,ENSG00000119487,ENSMUSG00000038696
499,TELO2,Autophagy,mTOR and upstream pathways,ENSG00000100726,ENSMUSG00000024170
500,TTI1,Autophagy,mTOR and upstream pathways,ENSG00000101407,ENSMUSG00000027650
501,TTI2,Autophagy,mTOR and upstream pathways,ENSG00000129696,ENSMUSG00000031577
502,PRR5L,Autophagy,mTOR and upstream pathways,ENSG00000135362,ENSMUSG00000032841
503,PRKAA1,Autophagy,mTOR and upstream pathways,ENSG00000132356,ENSMUSG00000050697
504,PRKAA2,Autophagy,mTOR and upstream pathways,ENSG00000162409,ENSMUSG00000028518
505,PRKAG1,Autophagy,mTOR and upstream pathways,ENSG00000181929,ENSMUSG00000067713
506,PRKAG2,Autophagy,mTOR and upstream pathways,ENSG00000106617,ENSMUSG00000028944
507,PRKAG3,Autophagy,mTOR and upstream pathways,ENSG00000115592,ENSMUSG00000006542
508,PRKAB1,Autophagy,mTOR and upstream pathways,ENSG00000111725,ENSMUSG00000029513
509,PRKAB2,Autophagy,mTOR and upstream pathways,ENSG00000131791,ENSMUSG00000038205
510,STK11,Autophagy,mTOR and upstream pathways,ENSG00000118046,ENSMUSG00000003068
511,STRADA,Autophagy,mTOR and upstream pathways,ENSG00000266173,ENSMUSG00000069631
512,STRADB,Autophagy,mTOR and upstream pathways,ENSG00000082146,ENSMUSG00000026027
513,CAB39,Autophagy,mTOR and upstream pathways,ENSG00000135932,ENSMUSG00000036707
514,CAB39L,Autophagy,mTOR and upstream pathways,ENSG00000102547,ENSMUSG00000021981
515,CAMKK2,Autophagy,mTOR and upstream pathways,ENSG00000110931,ENSMUSG00000029471
516,PIK3CA,Autophagy,mTOR and upstream pathways,ENSG00000121879,ENSMUSG00000027665
517,PIK3CB,Autophagy,mTOR and upstream pathways,ENSG00000051382,ENSMUSG00000032462
518,PIK3CD,Autophagy,mTOR and upstream pathways,ENSG00000171608,ENSMUSG00000039936
519,PIK3CG,Autophagy,mTOR and upstream pathways,ENSG00000105851,ENSMUSG00000020573
520,PIK3R1,Autophagy,mTOR and upstream pathways,ENSG00000145675,ENSMUSG00000041417
521,PIK3R2,Autophagy,mTOR and upstream pathways,ENSG00000105647,ENSMUSG00000031834
522,PIK3R3,Autophagy,mTOR and upstream pathways,ENSG00000117461,ENSMUSG00000028698
523,PIK3R4,Autophagy,mTOR and upstream pathways,ENSG00000196455,ENSMUSG00000032571
524,PIK3R5,Autophagy,mTOR and upstream pathways,ENSG00000141506,ENSMUSG00000020901
525,PIK3R6,Autophagy,mTOR and upstream pathways,ENSG00000276231,ENSMUSG00000046207
526,PIK3C2A,Autophagy,mTOR and upstream pathways,ENSG00000011405,ENSMUSG00000030660
527,PIK3C2B,Autophagy,mTOR and upstream pathways,ENSG00000133056,ENSMUSG00000026447
528,PIK3C2G,Autophagy,mTOR and upstream pathways,ENSG00000139144,ENSMUSG00000030228
529,RPS6KB1,Autophagy,mTOR and upstream pathways,ENSG00000108443,ENSMUSG00000020516
530,RPS6KA1,Autophagy,mTOR and upstream pathways,ENSG00000117676,ENSMUSG00000003644
531,DAP,Autophagy,mTOR and upstream pathways,ENSG00000112977,ENSMUSG00000039168
532,EEF2K,Autophagy,mTOR and upstream pathways,ENSG00000284161,ENSMUSG00000035064
533,EIF4EBP1,Autophagy,mTOR and upstream pathways,ENSG00000187840,ENSMUSG00000031490
534,LARP1,Autophagy,mTOR and upstream pathways,ENSG00000155506,ENSMUSG00000037331
535,ESR1,Autophagy,mTOR and upstream pathways,ENSG00000091831,ENSMUSG00000019768
536,MAF1,Autophagy,mTOR and upstream pathways,ENSG00000179632,ENSMUSG00000022553
537,ULK1,Autophagy,mTOR and upstream pathways,ENSG00000177169,ENSMUSG00000029512
538,ATG13,Autophagy,mTOR and upstream pathways,ENSG00000175224,ENSMUSG00000027244
539,LPIN1,Autophagy,mTOR and upstream pathways,ENSG00000134324,ENSMUSG00000020593
540,AMBRA1,Autophagy,mTOR and upstream pathways,ENSG00000110497,ENSMUSG00000040506
541,GRB10,Autophagy,mTOR and upstream pathways,ENSG00000106070,ENSMUSG00000020176
542,RPS6KB2,Autophagy,mTOR and upstream pathways,ENSG00000175634,ENSMUSG00000024830
543,HIF1A,Autophagy,mTOR and upstream pathways,ENSG00000100644,ENSMUSG00000021109
544,TFEB,Autophagy,mTOR and upstream pathways,ENSG00000112561,ENSMUSG00000023990
545,YY1,Autophagy,mTOR and upstream pathways,ENSG00000100811,ENSMUSG00000021264
546,TFE3,Autophagy,mTOR and upstream pathways,ENSG00000068323,ENSMUSG00000000134
547,STAT3,Autophagy,mTOR and upstream pathways,ENSG00000168610,ENSMUSG00000004040
548,MITF,Autophagy,mTOR and upstream pathways,ENSG00000187098,ENSMUSG00000035158
549,HDAC5,Autophagy,mTOR and upstream pathways,ENSG00000108840,ENSMUSG00000008855
550,HDAC4,Autophagy,mTOR and upstream pathways,ENSG00000068024,ENSMUSG00000026313
551,SGK1,Autophagy,mTOR and upstream pathways,ENSG00000118515,ENSMUSG00000019970
552,PRKCA,Autophagy,mTOR and upstream pathways,ENSG00000154229,ENSMUSG00000050965
553,AKT1,Autophagy,mTOR and upstream pathways,ENSG00000142208,ENSMUSG00000001729
554,IGF2BP1,Autophagy,mTOR and upstream pathways,ENSG00000159217,ENSMUSG00000013415
555,MRAS,Autophagy,mTOR and upstream pathways,ENSG00000158186,ENSMUSG00000032470
556,KRAS,Autophagy,mTOR and upstream pathways,ENSG00000133703,ENSMUSG00000030265
557,RRAS,Autophagy,mTOR and upstream pathways,ENSG00000126458,ENSMUSG00000038387
558,HRAS,Autophagy,mTOR and upstream pathways,ENSG00000276536,ENSMUSG00000025499
559,NRAS,Autophagy,mTOR and upstream pathways,ENSG00000213281,ENSMUSG00000027852
560,ULK3,Autophagy,Autophagy core,ENSG00000140474,ENSMUSG00000032308
561,AMBRA1,Autophagy,Autophagy core,ENSG00000110497,ENSMUSG00000040506
562,ULK1,Autophagy,Autophagy core,ENSG00000177169,ENSMUSG00000029512
563,TRAF6,Autophagy,Autophagy core,ENSG00000175104,ENSMUSG00000027164
564,RB1CC1,Autophagy,Autophagy core,ENSG00000023287,ENSMUSG00000025907
565,ULK2,Autophagy,Autophagy core,ENSG00000083290,ENSMUSG00000004798
566,ATG13,Autophagy,Autophagy core,ENSG00000175224,ENSMUSG00000027244
567,BECN2,Autophagy,Autophagy core,ENSG00000196289,ENSMUSG00000104158
568,BECN1,Autophagy,Autophagy core,ENSG00000126581,ENSMUSG00000035086
569,PIK3C3,Autophagy,Autophagy core,ENSG00000078142,ENSMUSG00000033628
570,PIK3R4,Autophagy,Autophagy core,ENSG00000196455,ENSMUSG00000032571
571,ATG14,Autophagy,Autophagy core,ENSG00000126775,ENSMUSG00000037526
572,UVRAG,Autophagy,Autophagy core,ENSG00000198382,ENSMUSG00000035354
573,RNF2,Autophagy,Autophagy core,ENSG00000121481,ENSMUSG00000026484
574,TLR4,Autophagy,Autophagy core,ENSG00000136869,ENSMUSG00000039005
575,SH3GLB1,Autophagy,Autophagy core,ENSG00000097033,ENSMUSG00000037062
576,VMP1,Autophagy,Autophagy core,ENSG00000062716,ENSMUSG00000018171
577,BCL2L1,Autophagy,Autophagy core,ENSG00000171552,ENSMUSG00000007659
578,BCL2,Autophagy,Autophagy core,ENSG00000171791,ENSMUSG00000057329
579,BIRC5,Autophagy,Autophagy core,ENSG00000089685,ENSMUSG00000017716
580,HMGB1,Autophagy,Autophagy core,ENSG00000189403,ENSMUSG00000066551
581,RHOQ,Autophagy,Autophagy core,ENSG00000119729,ENSMUSG00000024143
582,WAS,Autophagy,Autophagy core,ENSG00000015285,ENSMUSG00000031165
583,PAQR3,Autophagy,Autophagy core,ENSG00000163291,ENSMUSG00000055725
584,SLAMF1,Autophagy,Autophagy core,ENSG00000117090,ENSMUSG00000015316
585,ITPR3,Autophagy,Autophagy core,ENSG00000096433,ENSMUSG00000042644
586,PINK1,Autophagy,Autophagy core,ENSG00000158828,ENSMUSG00000028756
587,STK38,Autophagy,Autophagy core,ENSG00000112079,ENSMUSG00000024006
588,NEDD4,Autophagy,Autophagy core,ENSG00000069869,ENSMUSG00000032216
589,GABARAPL1,Autophagy,Autophagy core,ENSG00000139112,ENSMUSG00000030161
590,ATG4A,Autophagy,Autophagy core,ENSG00000101844,ENSMUSG00000079418
591,ATG3,Autophagy,Autophagy core,ENSG00000144848,ENSMUSG00000022663
592,ATG7,Autophagy,Autophagy core,ENSG00000197548,ENSMUSG00000030314
593,MAP1LC3C,Autophagy,Autophagy core,ENSG00000197769,
594,MAP1LC3B,Autophagy,Autophagy core,ENSG00000140941,ENSMUSG00000031812
595,GABARAPL2,Autophagy,Autophagy core,ENSG00000034713,ENSMUSG00000031950
596,ATG4B,Autophagy,Autophagy core,ENSG00000168397,ENSMUSG00000026280
597,MAP1LC3A,Autophagy,Autophagy core,ENSG00000101460,ENSMUSG00000027602
598,ATG4C,Autophagy,Autophagy core,ENSG00000125703,ENSMUSG00000028550
599,ATG4D,Autophagy,Autophagy core,ENSG00000130734,ENSMUSG00000002820
600,GABARAP,Autophagy,Autophagy core,ENSG00000170296,ENSMUSG00000018567
601,MAP1LC3B2,Autophagy,Autophagy core,ENSG00000258102,
602,GABARAPL3,Autophagy,Autophagy core,ENSG00000238244,
603,ATG2B,Autophagy,Autophagy core,ENSG00000066739,ENSMUSG00000041341
604,ATG2A,Autophagy,Autophagy core,ENSG00000110046,ENSMUSG00000024773
605,WIPI2,Autophagy,Autophagy core,ENSG00000157954,ENSMUSG00000029578
606,WIPI1,Autophagy,Autophagy core,ENSG00000070540,ENSMUSG00000041895
607,ATG9A,Autophagy,Autophagy core,ENSG00000198925,ENSMUSG00000033124
608,ATG9B,Autophagy,Autophagy core,ENSG00000181652,ENSMUSG00000038295
609,WDR45B,Autophagy,Autophagy core,ENSG00000141580,ENSMUSG00000025173
610,WDR45,Autophagy,Autophagy core,ENSG00000196998,ENSMUSG00000039382
611,ATG12,Autophagy,Autophagy core,ENSG00000145782,ENSMUSG00000032905
612,ATG16L1,Autophagy,Autophagy core,ENSG00000085978,ENSMUSG00000026289
613,ATG5,Autophagy,Autophagy core,ENSG00000057663,ENSMUSG00000038160
614,ATG10,Autophagy,Autophagy core,ENSG00000152348,ENSMUSG00000021619
615,ATG16L2,Autophagy,Autophagy core,ENSG00000168010,ENSMUSG00000047767
616,SQSTM1,Autophagy,Autophagy core,ENSG00000284099,ENSMUSG00000015837
617,OPTN,Autophagy,Autophagy core,ENSG00000123240,ENSMUSG00000026672
618,NBR1,Autophagy,Autophagy core,ENSG00000188554,ENSMUSG00000017119
619,TAX1BP1,Autophagy,Autophagy core,ENSG00000106052,ENSMUSG00000004535
620,CBL,Autophagy,Autophagy core,ENSG00000110395,ENSMUSG00000034342
621,CALCOCO2,Autophagy,Autophagy core,ENSG00000136436,ENSMUSG00000006056
622,BNIP3L,Autophagy,Autophagy core,ENSG00000104765,ENSMUSG00000022051
623,WDFY3,Autophagy,Autophagy core,ENSG00000163625,ENSMUSG00000043940
624,BAG3,Autophagy,Autophagy core,ENSG00000151929,ENSMUSG00000030847
625,TECPR1,Autophagy,Autophagy core,ENSG00000205356,ENSMUSG00000066621
626,HDAC6,Autophagy,Autophagy core,ENSG00000094631,ENSMUSG00000031161
627,NEDD4L,Autophagy,Autophagy core,ENSG00000049759,ENSMUSG00000024589
628,CUL4A,Autophagy,Autophagy core,ENSG00000139842,ENSMUSG00000031446
629,CAPN2,Autophagy,Autophagy core,ENSG00000162909,ENSMUSG00000026509
630,CAPNS1,Autophagy,Autophagy core,ENSG00000126247,ENSMUSG00000001794
631,FEZ1,Autophagy,Autophagy core,ENSG00000149557,ENSMUSG00000032118
632,STK39,Autophagy,Autophagy core,ENSG00000198648,ENSMUSG00000027030
633,WNK1,Autophagy,Autophagy core,ENSG00000060237,ENSMUSG00000045962
634,CUL4B,Autophagy,Autophagy core,ENSG00000158290,ENSMUSG00000031095
635,CUL3,Autophagy,Autophagy core,ENSG00000036257,ENSMUSG00000004364
636,CUL5,Autophagy,Autophagy core,ENSG00000166266,ENSMUSG00000032030
637,CAPN1,Autophagy,Autophagy core,ENSG00000014216,ENSMUSG00000024942
638,MAPK14,Autophagy,Autophagy core,ENSG00000112062,ENSMUSG00000053436
639,PPP2R2A,Autophagy,Autophagy core,ENSG00000221914,ENSMUSG00000022052
640,CISD2,Autophagy,Autophagy core,ENSG00000145354,ENSMUSG00000028165
641,GOLGA2,Autophagy,Autophagy core,ENSG00000167110,ENSMUSG00000002546
642,CYBB,Autophagy,Autophagy core,ENSG00000165168,ENSMUSG00000015340
643,HSPA1A,Autophagy,Autophagy core,ENSG00000234475,ENSMUSG00000091971
644,UCP2,Autophagy,Autophagy core,ENSG00000175567,ENSMUSG00000033685
645,C9orf72,Autophagy,Autophagy core,ENSG00000147894,ENSMUSG00000028300
646,HERC1,Autophagy,Autophagy core,ENSG00000103657,ENSMUSG00000038664
647,MST1,Autophagy,Autophagy core,ENSG00000173531,ENSMUSG00000032591
648,MAPK8,Autophagy,Autophagy core,ENSG00000107643,ENSMUSG00000021936
649,MCOLN3,Autophagy,Autophagy core,ENSG00000055732,ENSMUSG00000036853
